Season,Region,County,CDC Week,Week Ending Date,Age Group,Count,Centroid,FIPS
2023-2024,CENTRAL,OSWEGO,44,11/04/2023,5-17,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,44,11/04/2023,18-49,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,44,11/04/2023,50-64,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,44,11/04/2023,65+,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,44,11/04/2023,UNKNOWN,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,45,11/11/2023,0-4,1,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,45,11/11/2023,5-17,3,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,45,11/11/2023,18-49,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,45,11/11/2023,50-64,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,45,11/11/2023,65+,1,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,45,11/11/2023,UNKNOWN,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,46,11/18/2023,0-4,3,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,46,11/18/2023,5-17,1,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,46,11/18/2023,18-49,1,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,46,11/18/2023,50-64,1,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,46,11/18/2023,65+,1,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,46,11/18/2023,UNKNOWN,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,47,11/25/2023,0-4,2,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,47,11/25/2023,5-17,4,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,47,11/25/2023,18-49,2,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,47,11/25/2023,50-64,2,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,47,11/25/2023,65+,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,47,11/25/2023,UNKNOWN,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,48,12/02/2023,0-4,2,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,48,12/02/2023,5-17,3,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,48,12/02/2023,18-49,7,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,48,12/02/2023,50-64,3,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,48,12/02/2023,65+,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,48,12/02/2023,UNKNOWN,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,49,12/09/2023,0-4,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,49,12/09/2023,5-17,3,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,49,12/09/2023,18-49,13,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,49,12/09/2023,50-64,2,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,49,12/09/2023,65+,2,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,49,12/09/2023,UNKNOWN,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,50,12/16/2023,0-4,5,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,50,12/16/2023,5-17,32,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,50,12/16/2023,18-49,12,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,50,12/16/2023,50-64,10,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,50,12/16/2023,65+,6,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,50,12/16/2023,UNKNOWN,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,51,12/23/2023,0-4,11,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,51,12/23/2023,5-17,54,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,51,12/23/2023,18-49,31,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,51,12/23/2023,50-64,18,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,51,12/23/2023,65+,13,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,51,12/23/2023,UNKNOWN,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,52,12/30/2023,0-4,24,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,52,12/30/2023,5-17,30,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,52,12/30/2023,18-49,49,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,52,12/30/2023,50-64,22,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,52,12/30/2023,65+,25,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,52,12/30/2023,UNKNOWN,0,"(43.4614428, -76.209258)",36075
2023-2024,CAPITAL DISTRICT,OTSEGO,40,10/07/2023,0-4,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,40,10/07/2023,5-17,1,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,40,10/07/2023,18-49,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,40,10/07/2023,50-64,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,40,10/07/2023,65+,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,40,10/07/2023,UNKNOWN,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,41,10/14/2023,0-4,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,41,10/14/2023,5-17,1,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,41,10/14/2023,18-49,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,41,10/14/2023,50-64,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,41,10/14/2023,65+,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,41,10/14/2023,UNKNOWN,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,42,10/21/2023,0-4,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,42,10/21/2023,5-17,1,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,42,10/21/2023,18-49,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,42,10/21/2023,50-64,1,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,42,10/21/2023,65+,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,42,10/21/2023,UNKNOWN,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,43,10/28/2023,0-4,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,43,10/28/2023,5-17,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,43,10/28/2023,18-49,1,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,43,10/28/2023,50-64,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,43,10/28/2023,65+,1,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,43,10/28/2023,UNKNOWN,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,44,11/04/2023,0-4,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,44,11/04/2023,5-17,1,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,44,11/04/2023,18-49,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,44,11/04/2023,50-64,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,44,11/04/2023,65+,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,44,11/04/2023,UNKNOWN,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,45,11/11/2023,0-4,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,45,11/11/2023,5-17,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,45,11/11/2023,18-49,1,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,45,11/11/2023,50-64,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,45,11/11/2023,65+,1,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,45,11/11/2023,UNKNOWN,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,46,11/18/2023,0-4,1,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,46,11/18/2023,5-17,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,46,11/18/2023,18-49,1,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,46,11/18/2023,50-64,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,46,11/18/2023,65+,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,46,11/18/2023,UNKNOWN,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,47,11/25/2023,0-4,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,47,11/25/2023,5-17,1,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,47,11/25/2023,18-49,2,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,47,11/25/2023,50-64,1,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,47,11/25/2023,65+,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,47,11/25/2023,UNKNOWN,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,48,12/02/2023,0-4,1,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,48,12/02/2023,5-17,3,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,48,12/02/2023,18-49,6,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,48,12/02/2023,50-64,3,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,48,12/02/2023,65+,3,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,48,12/02/2023,UNKNOWN,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,49,12/09/2023,0-4,4,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,49,12/09/2023,5-17,4,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,49,12/09/2023,18-49,9,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,49,12/09/2023,50-64,4,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,49,12/09/2023,65+,3,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,49,12/09/2023,UNKNOWN,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,50,12/16/2023,0-4,4,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,50,12/16/2023,5-17,12,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,50,12/16/2023,18-49,19,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,50,12/16/2023,50-64,5,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,50,12/16/2023,65+,7,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,50,12/16/2023,UNKNOWN,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,51,12/23/2023,0-4,6,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,51,12/23/2023,5-17,17,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,51,12/23/2023,18-49,9,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,51,12/23/2023,50-64,1,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,51,12/23/2023,65+,5,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,51,12/23/2023,UNKNOWN,0,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,52,12/30/2023,0-4,6,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,52,12/30/2023,5-17,10,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,52,12/30/2023,18-49,14,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,52,12/30/2023,50-64,5,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,52,12/30/2023,65+,9,"(42.6297762, -75.028841)",36077
2023-2024,CAPITAL DISTRICT,OTSEGO,52,12/30/2023,UNKNOWN,0,"(42.6297762, -75.028841)",36077
2023-2024,METRO,PUTNAM,40,10/07/2023,0-4,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,40,10/07/2023,5-17,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,40,10/07/2023,18-49,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,40,10/07/2023,50-64,3,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,40,10/07/2023,65+,1,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,40,10/07/2023,UNKNOWN,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,41,10/14/2023,0-4,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,41,10/14/2023,5-17,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,41,10/14/2023,18-49,1,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,41,10/14/2023,50-64,5,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,41,10/14/2023,65+,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,41,10/14/2023,UNKNOWN,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,42,10/21/2023,0-4,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,42,10/21/2023,5-17,1,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,42,10/21/2023,18-49,2,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,42,10/21/2023,50-64,2,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,42,10/21/2023,65+,1,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,42,10/21/2023,UNKNOWN,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,43,10/28/2023,0-4,2,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,43,10/28/2023,5-17,2,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,43,10/28/2023,18-49,1,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,43,10/28/2023,50-64,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,43,10/28/2023,65+,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,43,10/28/2023,UNKNOWN,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,44,11/04/2023,0-4,1,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,44,11/04/2023,5-17,7,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,44,11/04/2023,18-49,3,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,44,11/04/2023,50-64,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,44,11/04/2023,65+,1,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,44,11/04/2023,UNKNOWN,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,45,11/11/2023,0-4,1,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,45,11/11/2023,5-17,7,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,45,11/11/2023,18-49,4,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,45,11/11/2023,50-64,4,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,45,11/11/2023,65+,2,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,45,11/11/2023,UNKNOWN,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,46,11/18/2023,0-4,4,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,46,11/18/2023,5-17,8,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,46,11/18/2023,18-49,6,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,46,11/18/2023,50-64,5,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,46,11/18/2023,65+,3,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,46,11/18/2023,UNKNOWN,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,47,11/25/2023,0-4,2,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,47,11/25/2023,5-17,4,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,47,11/25/2023,18-49,12,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,47,11/25/2023,50-64,9,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,47,11/25/2023,65+,1,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,47,11/25/2023,UNKNOWN,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,48,12/02/2023,0-4,8,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,48,12/02/2023,5-17,20,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,48,12/02/2023,18-49,20,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,48,12/02/2023,50-64,15,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,48,12/02/2023,65+,9,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,48,12/02/2023,UNKNOWN,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,49,12/09/2023,0-4,14,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,49,12/09/2023,5-17,27,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,49,12/09/2023,18-49,24,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,49,12/09/2023,50-64,10,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,49,12/09/2023,65+,11,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,49,12/09/2023,UNKNOWN,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,50,12/16/2023,0-4,10,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,50,12/16/2023,5-17,45,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,50,12/16/2023,18-49,19,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,50,12/16/2023,50-64,16,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,50,12/16/2023,65+,9,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,50,12/16/2023,UNKNOWN,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,51,12/23/2023,0-4,24,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,51,12/23/2023,5-17,44,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,51,12/23/2023,18-49,37,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,51,12/23/2023,50-64,30,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,51,12/23/2023,65+,16,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,51,12/23/2023,UNKNOWN,0,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,52,12/30/2023,0-4,15,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,52,12/30/2023,5-17,55,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,52,12/30/2023,18-49,61,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,52,12/30/2023,50-64,35,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,52,12/30/2023,65+,26,"(41.4351, -73.7949)",36079
2023-2024,METRO,PUTNAM,52,12/30/2023,UNKNOWN,0,"(41.4351, -73.7949)",36079
2023-2024,CAPITAL DISTRICT,RENSSELAER,40,10/07/2023,0-4,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,40,10/07/2023,5-17,1,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,40,10/07/2023,18-49,5,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,40,10/07/2023,50-64,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,40,10/07/2023,65+,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,40,10/07/2023,UNKNOWN,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,41,10/14/2023,0-4,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,41,10/14/2023,5-17,1,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,41,10/14/2023,18-49,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,41,10/14/2023,50-64,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,41,10/14/2023,65+,1,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,41,10/14/2023,UNKNOWN,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,42,10/21/2023,0-4,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,42,10/21/2023,5-17,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,42,10/21/2023,18-49,3,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,42,10/21/2023,50-64,1,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,42,10/21/2023,65+,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,42,10/21/2023,UNKNOWN,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,43,10/28/2023,0-4,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,43,10/28/2023,5-17,1,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,43,10/28/2023,18-49,1,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,43,10/28/2023,50-64,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,43,10/28/2023,65+,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,43,10/28/2023,UNKNOWN,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,44,11/04/2023,0-4,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,44,11/04/2023,5-17,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,44,11/04/2023,18-49,2,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,44,11/04/2023,50-64,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,44,11/04/2023,65+,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,44,11/04/2023,UNKNOWN,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,45,11/11/2023,0-4,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,45,11/11/2023,5-17,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,45,11/11/2023,18-49,2,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,45,11/11/2023,50-64,1,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,45,11/11/2023,65+,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,45,11/11/2023,UNKNOWN,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,46,11/18/2023,0-4,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,46,11/18/2023,5-17,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,46,11/18/2023,18-49,1,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,46,11/18/2023,50-64,0,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,46,11/18/2023,65+,1,"(42.7104206, -73.5138454)",36083
2023-2024,CAPITAL DISTRICT,RENSSELAER,46,11/18/2023,UNKNOWN,0,"(42.7104206, -73.5138454)",36083
